ds,Commercial_5min_true,Commercial_5min_pred,Commercial_5min_mask,Office_5min_true,Office_5min_pred,Office_5min_mask,Public_5min_true,Public_5min_pred,Public_5min_mask,Residential_5min_true,Residential_5min_pred,Residential_5min_mask
2018-07-02 00:00:00,946.0445556640625,498.7798156738281,0.0,282.6000061035156,285.9759826660156,1.0,123.25517272949219,148.22955322265625,0.0,465.25457763671875,241.7515106201172,0.0
2018-07-02 00:05:00,987.1817626953125,496.11370849609375,0.0,287.760009765625,285.7436218261719,1.0,173.02154541015625,145.63253784179688,0.0,484.45989990234375,241.60208129882812,0.0
2018-07-02 00:10:00,886.0927124023438,493.1105651855469,0.0,275.2799987792969,285.48114013671875,1.0,177.16236877441406,143.0264434814453,0.0,503.3631896972656,241.4565887451172,0.0
2018-07-02 00:15:00,804.7570190429688,490.6064147949219,0.0,285.1199951171875,285.140625,1.0,155.00128173828125,140.11614990234375,0.0,475.12261962890625,241.32435607910156,0.0
2018-07-02 00:20:00,807.8306274414062,488.1687927246094,0.0,289.8000183105469,284.6955871582031,1.0,168.41079711914062,137.652099609375,0.0,472.42901611328125,241.18197631835938,0.0
2018-07-02 00:25:00,726.870849609375,485.9394836425781,0.0,294.1199951171875,284.1700134277344,1.0,131.94619750976562,135.67959594726562,0.0,433.08404541015625,241.04347229003906,0.0
2018-07-02 00:30:00,814.2890625,483.955078125,0.0,271.55999755859375,283.51531982421875,1.0,167.69363403320312,133.44273376464844,0.0,410.4919738769531,240.90306091308594,0.0
2018-07-02 00:35:00,876.3726196289062,481.94793701171875,0.0,282.8399963378906,282.7525939941406,1.0,181.82479858398438,130.74609375,0.0,481.2689514160156,240.7587127685547,0.0
2018-07-02 00:40:00,771.232666015625,480.3509521484375,0.0,277.44000244140625,281.86846923828125,1.0,135.94680786132812,128.50482177734375,0.0,428.46343994140625,240.61460876464844,0.0
2018-07-02 00:45:00,689.2071533203125,478.8681945800781,0.0,287.2799987792969,280.88641357421875,1.0,149.08819580078125,126.42503356933594,0.0,425.591552734375,240.4712677001953,0.0
2018-07-02 00:50:00,823.0759887695312,477.814208984375,0.0,276.96002197265625,279.81414794921875,1.0,108.51304626464844,124.92617797851562,0.0,414.991455078125,240.3238983154297,0.0
2018-07-02 00:55:00,603.812744140625,477.12774658203125,0.0,284.1600036621094,278.6234130859375,1.0,169.24771118164062,123.14178466796875,0.0,412.76739501953125,240.18453979492188,0.0
2018-07-02 01:00:00,789.13916015625,476.7258605957031,0.0,277.32000732421875,277.3759765625,1.0,211.31500244140625,121.84423828125,0.0,399.84710693359375,240.0577850341797,0.0
2018-07-02 01:05:00,677.8008422851562,477.2068786621094,0.0,275.1600036621094,276.0556335449219,1.0,127.29670715332031,120.29666137695312,0.0,398.6207275390625,239.9310302734375,0.0
2018-07-02 01:10:00,853.4327392578125,477.2982177734375,0.0,284.8800048828125,274.7023620605469,1.0,146.06607055664062,118.78398132324219,0.0,428.9012451171875,239.81727600097656,0.0
2018-07-02 01:15:00,658.9375,478.48095703125,0.0,285.1199951171875,273.27197265625,1.0,143.5128173828125,117.65443420410156,0.0,381.6578369140625,239.707275390625,0.0
2018-07-02 01:20:00,693.4424438476562,479.4806823730469,0.0,270.1199951171875,271.8433837890625,1.0,168.07882690429688,116.59353637695312,0.0,401.94891357421875,239.60763549804688,0.0
2018-07-02 01:25:00,650.421875,480.6300964355469,0.0,274.44000244140625,270.423095703125,1.0,185.4777374267578,115.30305480957031,0.0,395.55535888671875,239.5181121826172,0.0
2018-07-02 01:30:00,728.5061645507812,482.3706970214844,0.0,274.32000732421875,269.0904235839844,1.0,83.29913330078125,114.22697448730469,0.0,409.5009765625,239.45274353027344,0.0
2018-07-02 01:35:00,684.7879638671875,484.58966064453125,0.0,284.3999938964844,267.8780517578125,1.0,79.70376586914062,111.44071960449219,0.0,396.6513977050781,239.41986083984375,0.0
2018-07-02 01:40:00,577.9280395507812,486.37371826171875,0.0,266.0400085449219,266.82440185546875,1.0,173.04891967773438,108.43241882324219,0.0,352.584716796875,239.42526245117188,0.0
2018-07-02 01:45:00,778.05029296875,489.49725341796875,0.0,270.239990234375,265.9867248535156,1.0,181.23248291015625,107.14291381835938,0.0,320.5397033691406,239.47137451171875,0.0
2018-07-02 01:50:00,622.9776611328125,492.06512451171875,0.0,273.3600158691406,265.3621826171875,1.0,135.86817932128906,106.42611694335938,0.0,374.12579345703125,239.55934143066406,0.0
2018-07-02 01:55:00,542.2103881835938,495.45452880859375,0.0,274.9200134277344,265.00689697265625,1.0,117.94126892089844,105.91146850585938,0.0,414.0390930175781,239.7037353515625,0.0
2018-07-02 02:00:00,605.321533203125,497.99560546875,0.0,279.4800109863281,264.9462585449219,1.0,83.24461364746094,105.73056030273438,0.0,370.10272216796875,239.8834991455078,0.0
2018-07-02 02:05:00,687.5369873046875,501.30926513671875,0.0,260.4000244140625,265.1773376464844,1.0,151.0718231201172,105.24298095703125,0.0,319.3816223144531,240.1149139404297,0.0
2018-07-02 02:10:00,693.34521484375,504.52703857421875,0.0,272.0400085449219,265.70452880859375,1.0,135.79571533203125,104.42007446289062,0.0,385.5162658691406,240.39089965820312,0.0
2018-07-02 02:15:00,718.052734375,507.38507080078125,0.0,271.55999755859375,266.50018310546875,1.0,98.16244506835938,104.08341979980469,0.0,356.27008056640625,240.69935607910156,0.0
2018-07-02 02:20:00,631.6900634765625,510.1773376464844,0.0,271.20001220703125,267.5533447265625,1.0,109.8895263671875,103.78814697265625,0.0,368.6830749511719,241.03199768066406,0.0
