epoch,train_loss,val_loss,lr,grad_norm,time_sec,best_val,early_cnt,adj_entropy_mean,adj_max_mean,adj_diag_mean,val_overall_rmse,val_overall_mae
11,0.06098965322371663,0.044556762573534046,0.001,0.12562336027622223,26.675973892211914,0.044556762573534046,0,0.20157378911972046,0.9621442556381226,0.9621442556381226,41.75145837505043,23.992375955814314
12,0.05908277842965795,0.04353057505021542,0.001,0.1758851259946823,26.904988050460815,0.04353057505021542,0,0.21417886018753052,0.9591881632804871,0.9591881632804871,40.278975740116636,23.943911918213647
13,0.05840598665995569,0.042269213391201835,0.001,0.0840998962521553,27.082998514175415,0.042269213391201835,0,0.21424072980880737,0.9592167139053345,0.9592167139053345,39.33598724285804,22.822322817352273
14,0.059241685266720086,0.044269962557430924,0.001,0.2518214285373688,26.737222909927368,0.042269213391201835,1,0.19804614782333374,0.963012158870697,0.963012158870697,41.140545238615054,23.52508050395875
15,0.060810201560578696,0.04421830561764428,0.001,0.19971567392349243,26.77133560180664,0.042269213391201835,2,0.20666614174842834,0.9609583020210266,0.9609583020210266,43.164058902420614,24.41904811913408
16,0.05785529139201816,0.042015137435327025,0.001,0.1226654127240181,26.81501579284668,0.042015137435327025,0,0.21406565606594086,0.9592657089233398,0.9592657089233398,38.87284602404612,22.92097992134504
17,0.0570811472515144,0.041535837117013676,0.001,0.11866039782762527,26.712860345840454,0.041535837117013676,0,0.21595260500907898,0.9588062763214111,0.9588062763214111,39.62210208068217,22.69058599292028
18,0.0571659618352608,0.04254219536967759,0.001,0.23218782246112823,26.61869716644287,0.041535837117013676,1,0.21244217455387115,0.9596844911575317,0.9596844911575317,40.24357241486613,23.05380975088549
19,0.057974424403978556,0.04320513307497713,0.001,0.206524059176445,26.677618503570557,0.041535837117013676,2,0.1982133984565735,0.9629994630813599,0.9629994630813599,39.19246120785205,22.992805430245916
20,0.05629966258094078,0.04210137752953715,0.001,0.18366889655590057,26.682777881622314,0.041535837117013676,3,0.21692588925361633,0.9586308002471924,0.9586308002471924,39.00474019270044,22.55605627178801
21,0.05691041244966228,0.043891606879938996,0.0005,0.2657238245010376,26.739320755004883,0.041535837117013676,4,0.21752509474754333,0.9584574699401855,0.9584574699401855,42.02035831416373,23.973401556229668
22,0.05460713326749278,0.04324999279136141,0.0005,0.1980971097946167,26.68272566795349,0.041535837117013676,5,0.22062787413597107,0.9577335715293884,0.9577335715293884,40.51678299459433,22.883461167431204
23,0.0544033418977406,0.041453317734481666,0.0005,0.1774776577949524,26.64697241783142,0.041453317734481666,0,0.2209782600402832,0.9576097726821899,0.9576097726821899,39.40239463619856,22.091948043425376
24,0.05439418308982035,0.041589454678919516,0.0005,0.17617569863796234,26.599210023880005,0.041453317734481666,1,0.21926352381706238,0.9579539895057678,0.9579539895057678,39.603220860992536,22.280358896965247
25,0.054136327168018354,0.04217883287539036,0.0005,0.19955386221408844,26.696989059448242,0.041453317734481666,2,0.22184798121452332,0.9574049115180969,0.9574049115180969,40.601488609000555,22.63884446107191
26,0.05413839826133193,0.0422981727611402,0.0005,0.20353810489177704,26.639686107635498,0.041453317734481666,3,0.21967700123786926,0.9579245448112488,0.9579245448112488,41.293874322985445,23.12205248390841
27,0.05424745331359346,0.042141051917093726,0.00025,0.254313200712204,26.71445322036743,0.041453317734481666,4,0.22020971775054932,0.9577713012695312,0.9577713012695312,39.98753005529776,22.621605362625452
28,0.053108676995446046,0.041668696888708716,0.00025,0.2953687012195587,26.477345943450928,0.041453317734481666,5,0.22477534413337708,0.9566355347633362,0.9566355347633362,40.26086097318196,22.132249822144722
29,0.053135814322385844,0.04212819817911815,0.00025,0.20767520368099213,26.78646945953369,0.041453317734481666,6,0.22431160509586334,0.9567591547966003,0.9567591547966003,39.81433834612432,22.35038007869364
30,0.05301915834680563,0.041533217503886506,0.00025,0.12606875598430634,26.723520755767822,0.041453317734481666,7,0.225968599319458,0.9563900828361511,0.9563900828361511,40.305626510044874,22.275542589220976
31,0.0529507329051451,0.0409027453181632,0.00025,0.1888604462146759,26.765732288360596,0.0409027453181632,0,0.22519665956497192,0.9565796256065369,0.9565796256065369,40.42348786913928,22.057674953614182
32,0.05281488662812768,0.040754913623109824,0.00025,0.18662118911743164,26.76399827003479,0.040754913623109824,0,0.22716419398784637,0.9561024308204651,0.9561024308204651,40.48490946449325,22.442702941846132
33,0.05279054032048074,0.04164787961784842,0.00025,0.30286186933517456,26.218663215637207,0.040754913623109824,1,0.22855183482170105,0.9557325839996338,0.9557325839996338,41.15628035572741,22.664555424860026
34,0.05288834766734664,0.04156088937312511,0.00025,0.11928441375494003,26.42579412460327,0.040754913623109824,2,0.2272815704345703,0.9560678005218506,0.9560678005218506,39.99123245877682,22.56947071614566
35,0.05270805958113292,0.041814924442562566,0.00025,0.21809077262878418,26.711983919143677,0.040754913623109824,3,0.22856755554676056,0.9557342529296875,0.9557342529296875,41.58975860321967,22.98309952936984
36,0.052713457558576655,0.042216665281230595,0.000125,0.21542437374591827,26.5738468170166,0.040754913623109824,4,0.22676882147789001,0.9561679363250732,0.9561679363250732,40.68818161928133,22.616687807519597
37,0.05227556478959031,0.04247926676581646,0.000125,0.1740349680185318,26.77266526222229,0.040754913623109824,5,0.2268085777759552,0.9561617374420166,0.9561617374420166,44.071373991209214,23.191743665655068
38,0.052098995610708146,0.04121077384597856,0.000125,0.16835473477840424,26.65247893333435,0.040754913623109824,6,0.2276500165462494,0.9559470415115356,0.9559470415115356,40.842871695489364,22.50809095123053
39,0.05207958344097544,0.04141391539404839,0.000125,0.23138687014579773,26.72440767288208,0.040754913623109824,7,0.22826889157295227,0.9557926058769226,0.9557926058769226,41.370370075791804,22.55502979452007
40,0.052039896442395886,0.042259103081790095,6.25e-05,0.32511886954307556,26.616057872772217,0.040754913623109824,8,0.22755953669548035,0.9559623003005981,0.9559623003005981,40.9354311712691,22.773820694048734
41,0.05171711204073778,0.04177760734713724,6.25e-05,0.27276214957237244,26.858210563659668,0.040754913623109824,9,0.22846217453479767,0.9557415246963501,0.9557415246963501,40.59462238907911,22.730688006797557
42,0.051721918264903674,0.04161040598682582,6.25e-05,0.23334883153438568,26.66808009147644,0.040754913623109824,10,0.22877651453018188,0.9556756615638733,0.9556756615638733,40.4190943455782,22.402575163666615
