epoch,train_loss,val_loss,lr,grad_norm,time_sec,best_val,early_cnt,adj_entropy_mean,adj_max_mean,adj_diag_mean,val_overall_rmse,val_overall_mae
1,0.14839464308830297,0.09369504277415464,0.001,0.3516558110713959,33.28503966331482,0.09369504277415464,0,0.3918567895889282,0.851757287979126,0.8085136413574219,109.66528398516417,55.88795125774118
2,0.0899248593554991,0.07637462258485737,0.001,0.2790786027908325,26.62620997428894,0.07637462258485737,0,0.36909055709838867,0.8582185506820679,0.8116480112075806,85.04352436356083,46.261572573764944
3,0.07826669043520602,0.05099169571374731,0.001,0.1226126104593277,26.670310020446777,0.05099169571374731,0,0.2890142500400543,0.9220854043960571,0.9220854043960571,48.40732514925461,28.951126807617804
4,0.06589536430632195,0.04676229686572634,0.001,0.18727771937847137,26.666170597076416,0.04676229686572634,0,0.17476896941661835,0.9673913717269897,0.9673913717269897,42.89806588987999,24.560721873642112
5,0.06418845300539965,0.04547813529231278,0.001,0.2742384374141693,26.617677688598633,0.04547813529231278,0,0.16073453426361084,0.9712951183319092,0.9712951183319092,43.62105962243376,24.741715539485217
6,0.06356619180793442,0.046994297962470594,0.001,0.15182693302631378,26.502812385559082,0.04547813529231278,1,0.16461250185966492,0.9706360101699829,0.9706360101699829,45.356540420872,25.15360131355029
7,0.06247931636597325,0.045745662610812726,0.001,0.150006502866745,26.647837162017822,0.04547813529231278,2,0.18257513642311096,0.9664976596832275,0.9664976596832275,42.52280060629572,24.539788807868913
8,0.061269975471787336,0.044696116682343884,0.001,0.1712070256471634,26.7040958404541,0.044696116682343884,0,0.18728750944137573,0.9654412269592285,0.9654412269592285,42.448261789782784,24.803359542117075
9,0.06130117102548843,0.04476326804956779,0.001,0.10091891139745712,26.719229459762573,0.044696116682343884,1,0.18993377685546875,0.9648253917694092,0.9648253917694092,42.724492805476395,24.385351628564464
10,0.06058809937591233,0.048876824848390565,0.001,0.2575142979621887,26.519145250320435,0.044696116682343884,2,0.19550585746765137,0.9636144638061523,0.9636144638061523,49.300037198810024,27.345433171489773
