epoch,train_loss,val_loss,lr,grad_norm,time_sec,best_val,early_cnt,tail_lambda,adj_entropy_mean,adj_max_mean,adj_diag_mean,val_overall_rmse,val_overall_mae,val_overall_r2,val_overall_mape,val_step_1_rmse,val_step_1_mae,val_step_1_r2,val_step_1_mape,val_step_2_rmse,val_step_2_mae,val_step_2_r2,val_step_2_mape,val_step_3_rmse,val_step_3_mae,val_step_3_r2,val_step_3_mape,val_step_4_rmse,val_step_4_mae,val_step_4_r2,val_step_4_mape,val_step_5_rmse,val_step_5_mae,val_step_5_r2,val_step_5_mape,val_step_6_rmse,val_step_6_mae,val_step_6_r2,val_step_6_mape,val_step_7_rmse,val_step_7_mae,val_step_7_r2,val_step_7_mape,val_step_8_rmse,val_step_8_mae,val_step_8_r2,val_step_8_mape,val_step_9_rmse,val_step_9_mae,val_step_9_r2,val_step_9_mape,val_step_10_rmse,val_step_10_mae,val_step_10_r2,val_step_10_mape,val_step_11_rmse,val_step_11_mae,val_step_11_r2,val_step_11_mape,val_step_12_rmse,val_step_12_mae,val_step_12_r2,val_step_12_mape
1,0.25174885065090363,0.16178301363963213,0.00016031252043857236,0.1326211839914322,31.653186559677124,0.16178301363963213,0,0.1,0.6019823551177979,0.8220952153205872,0.6968232989311218,173.95279969357625,86.69909065209197,0.6093416912571823,0.2092351300987967,169.705508793473,80.63263564004328,0.628217561394144,0.1946854973062651,168.53866641835378,81.12398379036594,0.6333028186958952,0.19773750154474995,169.16351734293028,82.20550050832662,0.6305719227081885,0.19980228958967206,173.04142535825864,84.4527127883326,0.613433912531992,0.2036174694981926,171.00560146155462,83.9936091926346,0.6224713356742283,0.20435725670393814,172.4465490273918,85.21240802761764,0.6160771775040612,0.2058134032695367,174.3194975466228,87.3155004885205,0.6076879777627955,0.21001790612352697,177.8167774319786,89.0967102858237,0.5917850026270685,0.2122447778867179,174.62415138078316,89.0175562149762,0.6063065952368221,0.21588449651387345,176.6138369919306,90.66041315901197,0.597280666921444,0.21862707295265993,179.22714352924157,92.59479960749321,0.5852721573460784,0.2225137667619988,180.43080540792062,94.08480851535542,0.5796792336753606,0.2255235805268778
2,0.13251413055127714,0.1063079171690154,0.0003250829701024969,1.121262788772583,27.110551357269287,0.1063079171690154,0,0.2,0.43524524569511414,0.8670370578765869,0.7705281972885132,102.52093904208398,58.89569349268336,0.8643063981137722,0.16480442177677718,99.7662538328681,54.247117695415845,0.8715114815482949,0.15063235152299473,99.35564786129014,54.68015189324735,0.8725635735857291,0.15250939267085153,98.77698092229258,55.152568358972076,0.8740413543535895,0.1553380834430182,100.67933121751066,56.70482387475341,0.8691408098672153,0.1577417615795428,99.72313998259801,56.688344084672345,0.8716129712448528,0.15941256775124898,101.30851013915088,58.11063063863846,0.8674966765423804,0.16292096610231369,102.72949477147925,59.44380057561124,0.8637520455648068,0.16639796029289944,103.32398322539773,60.15355257266475,0.8621693621103784,0.16804052740686692,104.08221156882581,61.088926037320256,0.8601370946249214,0.17143857253202444,105.37743519575312,62.26150576222445,0.8566333044569704,0.1744766597177617,106.49163215222464,63.460389123603534,0.8535846557634275,0.17735968298085733,108.13586953648496,64.75774889381245,0.8490270902534478,0.1813880524972823
3,0.09382583783348886,0.09153153750990412,0.0005501436996005376,0.30584174394607544,27.056105375289917,0.09153153750990412,0,0.3,0.4334908723831177,0.8419629335403442,0.7991715669631958,105.00021784943482,50.157413295349684,0.8576640448728325,0.1304941143163165,101.1422632381155,44.494664602085045,0.8679427264836227,0.11481173328336722,101.5637896780225,45.55917362207272,0.8668361753514745,0.11770573446745206,101.97720289573772,46.533399695624524,0.8657474085317799,0.12045791473070741,102.37968817690545,47.355770036617756,0.8646833650840003,0.1231121163078156,102.97386113626762,48.29415235223164,0.8631063656071852,0.12564804901813847,103.71876124620086,49.32025691545121,0.8611168504985564,0.1284682349921221,104.87958519529171,50.50403746634672,0.8579891233864168,0.13140929615565405,105.8374300876893,51.62551999521629,0.8553820978068751,0.13456598997326363,107.0980547886559,52.858519501714284,0.851914448192124,0.13760404189456385,108.05448466394247,53.896901243946125,0.8492564911109415,0.14080680977142027,109.07745090618755,54.97119924868928,0.8463878433715254,0.143545542217708,110.76428881287862,56.47672493553552,0.8415986062738645,0.14779762952654255
4,0.08427183155606432,0.07052566610239996,0.0007751659096092698,0.15455184876918793,26.978071689605713,0.07052566610239996,0,0.4,0.40739545226097107,0.8435432314872742,0.8082011342048645,69.38546131123589,37.777806770406,0.9378456999752083,0.10458542327937063,63.182351650341054,31.633132475702556,0.9484666275968997,0.0876997870272217,63.800654621175816,32.76307327983012,0.947451692230571,0.0911143023088155,64.76378104715583,33.8884834585132,0.945852192284953,0.09384559648542676,65.70383622178001,34.93549575902067,0.9442679473488996,0.09726374707388845,66.81268939116546,35.95871542028013,0.9423701928792271,0.09949116992788619,68.05671022743068,37.10007051874104,0.9402033549279685,0.1025455175369157,69.37431360963623,38.21289972381508,0.9378648881151319,0.10585404445789713,70.66477673040686,39.28908092195373,0.9355312176082314,0.10880150674695808,72.2718168362147,40.54940267633913,0.932564673061443,0.1121043059794491,73.7743307014595,41.73010991803169,0.9297310306516613,0.11525107388233637,75.36601051928056,42.967553363140176,0.9266657796004679,0.11877164943895481,77.14011991568859,44.307104965783616,0.9231719003375572,0.12228629566712275
5,0.07834758075272165,0.07031020729485991,0.0009398311261718739,0.205336794257164,27.018709182739258,0.07031020729485991,0,0.5,0.39933091402053833,0.8436315655708313,0.811072051525116,73.70150757947737,38.269566896270376,0.929872725105208,0.10472178951573959,66.60242762015338,31.624651047085887,0.942736602720927,0.08703616735939503,67.7949539357465,33.097393706094024,0.9406660576572959,0.09073276878525892,68.93847178272132,34.31786093507441,0.9386464368256915,0.09394353922037971,69.99403832423027,35.41547291623688,0.9367521617797832,0.09689435278878425,71.21059981012719,36.58398475022709,0.934533586912048,0.10020076002533629,72.47670500511336,37.69087560542634,0.9321840584288308,0.10324109537919177,73.80427357052695,38.848225886694514,0.9296761391060961,0.10662153309230166,75.25565697783979,39.99056714121418,0.926882423433487,0.10959420419134906,76.76651300618329,41.134514203699275,0.9239160327171776,0.11247716473808551,78.29091962066703,42.295440510760464,0.9208636863159883,0.11545801452928225,79.91459697497632,43.50959053259521,0.917546735804363,0.11866740216524259,81.5859455448652,44.727703412063974,0.9140610240855518,0.12179842096125164
6,0.07175371183945638,0.0521986390753039,0.0009999999987428416,0.17318999767303467,26.972662925720215,0.0521986390753039,0,0.6,0.22526046633720398,0.9517236948013306,0.9517236948013306,44.332052042819015,25.971755013163065,0.974627112812294,0.07519409966983699,26.386986525802495,17.04508508114244,0.9910117202256739,0.05132593650751571,30.164176276604966,19.04452399092806,0.9882539618923893,0.05644794104042687,33.31828137755145,20.609519044681168,0.9856688292853802,0.06052205340964677,36.490533918744504,22.22238077571785,0.9828096776748085,0.06476851691315359,39.489899410781454,23.8109039778665,0.9798673328355146,0.0690646801563557,42.33732878717601,25.311334414273837,0.9768590160587894,0.07302266991155489,45.01196855284045,26.751387610851925,0.9738425321750607,0.076971083982609,47.833472012469464,28.332799774119398,0.9704602172787625,0.08138467073643449,50.46485712170533,29.824712168772823,0.9671203172644603,0.08559466232213707,53.16230763285839,31.439740962722073,0.9635111080178582,0.09037538633389647,55.73158474635663,32.898538691140104,0.9598987037352508,0.09429149687892134,58.23658584890385,34.37209887181925,0.956212385658622,0.09856547399631421
7,0.06305291063901855,0.04961843849182716,0.000999152863224459,0.21399253606796265,27.02082872390747,0.04961843849182716,0,0.7,0.16872091591358185,0.9692450165748596,0.9692450165748596,42.706017556313626,24.313894071036703,0.9764542586896797,0.06942839319060891,23.692749825571013,15.528780105074034,0.9927535061354007,0.048195221072940775,28.034483496692786,17.639265183129872,0.9898540297733263,0.053190581240237546,31.601936088715988,19.32744915847284,0.9871073002976294,0.0571758028166067,34.90473921306152,20.935265971313402,0.9842713162866172,0.06100619218296521,37.98183346080781,22.447653257249165,0.9813756506601363,0.0643107088976327,40.82501250698575,23.854380439186837,0.9784827102959505,0.06791074943757916,43.65415095380453,25.31887196340835,0.975396846399413,0.07145812798460274,46.35355230577643,26.68489097034049,0.9722598037319123,0.0749097704857263,48.952411127325355,28.036589948777085,0.9690616108695002,0.0784907727960488,51.469036404917,29.364685440134306,0.9657985040337248,0.08199979032638584,54.016108032918396,30.643162348949684,0.9623294288723935,0.08540910190043131,56.52316330124013,31.98758251124804,0.9587510982657916,0.0890884849195008
8,0.061135554036534416,0.04929976339630893,0.0009966184442617668,0.1821281462907791,26.917690992355347,0.04929976339630893,0,0.8,0.16951574385166168,0.9692641496658325,0.9692641496658325,42.038097110161694,24.24940969091272,0.9771850081525176,0.06864048532921559,23.364521090945193,15.279147075885835,0.99295289473661,0.04557322758872189,27.741937032711405,17.46797023022011,0.9900646761330403,0.05105789230390434,31.32220363566072,19.262209564623237,0.9873345360313059,0.055530955464197486,34.62794218331791,20.98796368020546,0.9845197863021434,0.060133169001013634,37.51296411918542,22.40683090945699,0.9818326316350721,0.06360322553739281,40.34454936567899,23.921860773961754,0.9789861972157918,0.06769926945882854,43.04377936893264,25.35026170690366,0.9760800383228599,0.07138662949793993,45.661830867615286,26.6996110532488,0.9730815451181111,0.07491884763427713,48.114505390288116,27.984401186256033,0.9701116752334371,0.07832412192044416,50.566255743696516,29.287545179942484,0.966987788337214,0.08171155478256782,52.95442891771247,30.539819302945865,0.963795695925953,0.08512877906409508,55.33730658460605,31.80714678982372,0.9604637471219813,0.08862297973250322
9,0.05950305694487037,0.049376203306936865,0.0009924053175262837,0.27904897928237915,26.942133903503418,0.04929976339630893,1,0.9,0.18016678094863892,0.9667983055114746,0.9667983055114746,41.754346974775615,24.587017737122107,0.9774919634658956,0.07215450047742573,24.18002771002643,15.954163160794247,0.9924523703845549,0.049955536782720335,28.468277482650873,18.070040515220953,0.9895376114230184,0.054751719010384205,31.80848997396858,19.80412498285566,0.9869382131780285,0.059445629380749425,34.91540360505173,21.425374749784034,0.9842617036966604,0.06353250345803453,37.79560989570825,23.085943825976184,0.9815578319799486,0.06841083839294013,40.36488965030495,24.377640857874884,0.9789650030528583,0.07142707741326745,42.91753662605461,25.770184934260065,0.9762201418805732,0.07522600709090704,45.249664421569626,26.96543956358117,0.9735653106481263,0.07825608700024274,47.54374996691704,28.20594999284373,0.9708165663298839,0.08162407255152562,49.7209864372228,29.318917484468,0.9680822330188583,0.08458733567016725,51.937994257784815,30.52937496947644,0.9651722054178884,0.08811360119929734,54.01824389684777,31.538814142216264,0.9623261161414688,0.09052822630836109
10,0.0585923560554298,0.04875145516739103,0.0009865277389052485,0.10707465559244156,27.112741231918335,0.04875145516739103,0,1.0,0.18820030987262726,0.9650475382804871,0.9650475382804871,41.290079369970826,24.01934899098222,0.9779897155534412,0.06957305785079884,23.530353873568785,15.307125196905025,0.9928525042031937,0.04618887282349147,27.761099686217307,17.413941346326016,0.9900509458067716,0.05154727788474111,31.12245098010541,19.16940608171955,0.9874955651128171,0.05650074821732966,34.2052011085125,20.796601565521932,0.9848954468899066,0.06078240168758941,36.96476548539883,22.243035621511446,0.9823597323881567,0.06457754435764049,39.60956158155076,23.69170794576592,0.979744872321166,0.068568354465361,42.21001592105385,25.147558022587184,0.9769977288734372,0.07280778440978515,44.678762266729436,26.411502002052096,0.9742281406583879,0.07609212679080089,47.02446993756634,27.617568344063166,0.9714505766937699,0.07929265808380603,49.390556255515804,28.862153113902835,0.9685050544312799,0.08264966149855564,51.910041138779704,30.214395058713226,0.965209684089085,0.08650393298172493,54.19585712297812,31.35899525675543,0.9620779636553793,0.08937021945973812
